source,job_id,resume_id,matched_score,observed_pair_count
observed_paired_score,job_pair_00001,resume_00117,0.85,1
observed_paired_score,job_pair_00001,resume_00118,0.716666667,1
observed_paired_score,job_pair_00001,resume_00119,0.783333333,1
observed_paired_score,job_pair_00001,resume_00120,0.4733333333333333,1
observed_paired_score,job_pair_00001,resume_00121,0.6,1
observed_paired_score,job_pair_00001,resume_00122,0.716666667,1
observed_paired_score,job_pair_00001,resume_00123,0.3499999999999999,1
observed_paired_score,job_pair_00001,resume_00124,0.85,1
observed_paired_score,job_pair_00001,resume_00125,0.816666667,1
observed_paired_score,job_pair_00001,resume_00126,0.3499999999999999,1
observed_paired_score,job_pair_00001,resume_00127,0.65,1
observed_paired_score,job_pair_00001,resume_00128,0.783333333,1
observed_paired_score,job_pair_00001,resume_00129,0.85,1
observed_paired_score,job_pair_00001,resume_00130,0.85,1
observed_paired_score,job_pair_00001,resume_00131,0.5833333333333334,1
observed_paired_score,job_pair_00001,resume_00132,0.85,1
observed_paired_score,job_pair_00001,resume_00133,0.75,1
observed_paired_score,job_pair_00001,resume_00134,0.716666667,1
observed_paired_score,job_pair_00001,resume_00135,0.85,1
observed_paired_score,job_pair_00001,resume_00136,0.683333333,1
observed_paired_score,job_pair_00001,resume_00137,0.716666667,1
observed_paired_score,job_pair_00001,resume_00138,0.6,1
observed_paired_score,job_pair_00001,resume_00139,0.683333333,1
observed_paired_score,job_pair_00001,resume_00140,0.826666667,1
observed_paired_score,job_pair_00001,resume_00141,0.3166666666666666,1
observed_paired_score,job_pair_00001,resume_00142,0.85,1
observed_paired_score,job_pair_00001,resume_00143,0.85,1
observed_paired_score,job_pair_00001,resume_00144,0.816666667,1
observed_paired_score,job_pair_00001,resume_00145,0.85,1
observed_paired_score,job_pair_00001,resume_00146,0.576666,1
observed_paired_score,job_pair_00001,resume_00147,0.683333333,1
observed_paired_score,job_pair_00001,resume_00148,0.85,1
observed_paired_score,job_pair_00001,resume_00149,0.2166666666666666,1
observed_paired_score,job_pair_00001,resume_00150,0.35,1
observed_paired_score,job_pair_00001,resume_00151,0.85,1
observed_paired_score,job_pair_00001,resume_00152,0.3333333333333333,1
observed_paired_score,job_pair_00001,resume_00153,0.576666,1
observed_paired_score,job_pair_00001,resume_00154,0.75,1
observed_paired_score,job_pair_00001,resume_00155,0.716666667,1
observed_paired_score,job_pair_00001,resume_00156,0.6833333333333332,1
observed_paired_score,job_pair_00001,resume_00157,0.65,1
observed_paired_score,job_pair_00001,resume_00158,0.3166666666666666,1
observed_paired_score,job_pair_00001,resume_00159,0.583333333,1
observed_paired_score,job_pair_00001,resume_00160,0.683333333,1
observed_paired_score,job_pair_00001,resume_00161,0.783333333,1
observed_paired_score,job_pair_00001,resume_00162,0.45,1
observed_paired_score,job_pair_00001,resume_00163,0.6,1
observed_paired_score,job_pair_00001,resume_00164,0.716666667,1
observed_paired_score,job_pair_00001,resume_00165,0.2333333333333333,1
observed_paired_score,job_pair_00001,resume_00166,0.656666667,1
observed_paired_score,job_pair_00001,resume_00167,0.416666667,1
observed_paired_score,job_pair_00001,resume_00168,0.85,1
observed_paired_score,job_pair_00001,resume_00169,0.66,1
observed_paired_score,job_pair_00001,resume_00170,0.85,1
observed_paired_score,job_pair_00001,resume_00171,0.35,1
observed_paired_score,job_pair_00001,resume_00172,0.85,1
observed_paired_score,job_pair_00001,resume_00173,0.716666667,1
observed_paired_score,job_pair_00001,resume_00174,0.783333333,1
observed_paired_score,job_pair_00001,resume_00176,0.816666667,1
observed_paired_score,job_pair_00001,resume_00177,0.8166666666666668,1
observed_paired_score,job_pair_00001,resume_00178,0.3833333333333333,1
observed_paired_score,job_pair_00001,resume_00179,0.895,1
observed_paired_score,job_pair_00001,resume_00180,0.31,1
observed_paired_score,job_pair_00001,resume_00181,0.683333333,1
observed_paired_score,job_pair_00001,resume_00182,0.62,1
observed_paired_score,job_pair_00001,resume_00183,0.85,1
observed_paired_score,job_pair_00001,resume_00184,0.61,1
observed_paired_score,job_pair_00001,resume_00185,0.75,1
observed_paired_score,job_pair_00001,resume_00186,0.85,1
observed_paired_score,job_pair_00001,resume_00187,0.75,1
observed_paired_score,job_pair_00001,resume_00188,0.473333333,1
observed_paired_score,job_pair_00001,resume_00189,0.5466666666666667,1
observed_paired_score,job_pair_00001,resume_00190,0.683333333,1
observed_paired_score,job_pair_00001,resume_00191,0.683333333,1
observed_paired_score,job_pair_00001,resume_00192,0.85,1
observed_paired_score,job_pair_00001,resume_00193,0.283333333,1
observed_paired_score,job_pair_00001,resume_00194,0.61,1
observed_paired_score,job_pair_00001,resume_00196,0.35,1
observed_paired_score,job_pair_00001,resume_00197,0.65,1
observed_paired_score,job_pair_00001,resume_00198,0.85,1
observed_paired_score,job_pair_00001,resume_00199,0.85,1
observed_paired_score,job_pair_00001,resume_00200,0.6166666666666667,1
observed_paired_score,job_pair_00001,resume_00201,0.3499999999999999,1
observed_paired_score,job_pair_00001,resume_00202,0.85,1
observed_paired_score,job_pair_00001,resume_00203,0.75,1
observed_paired_score,job_pair_00001,resume_00204,0.3499999999999999,1
observed_paired_score,job_pair_00001,resume_00205,0.85,1
observed_paired_score,job_pair_00001,resume_00206,0.65,1
observed_paired_score,job_pair_00001,resume_00207,0.85,1
observed_paired_score,job_pair_00001,resume_00208,0.716666667,1
observed_paired_score,job_pair_00001,resume_00209,0.45,1
observed_paired_score,job_pair_00001,resume_00210,0.483333333,1
observed_paired_score,job_pair_00001,resume_00211,0.85,1
observed_paired_score,job_pair_00001,resume_00212,0.576666667,1
observed_paired_score,job_pair_00001,resume_00213,0.716666667,1
observed_paired_score,job_pair_00001,resume_00214,0.75,1
observed_paired_score,job_pair_00001,resume_00215,0.5833333333333334,1
observed_paired_score,job_pair_00001,resume_00216,0.85,1
observed_paired_score,job_pair_00001,resume_00217,0.683333333,1
observed_paired_score,job_pair_00001,resume_00218,0.3499999999999999,1
observed_paired_score,job_pair_00001,resume_00219,0.433333333,1
observed_paired_score,job_pair_00001,resume_00220,0.65,1
observed_paired_score,job_pair_00001,resume_00221,0.5499999999999999,1
observed_paired_score,job_pair_00001,resume_00222,0.85,1
observed_paired_score,job_pair_00001,resume_00223,0.8166666666666668,1
observed_paired_score,job_pair_00001,resume_00224,0.65,1
observed_paired_score,job_pair_00001,resume_00225,0.816666667,1
observed_paired_score,job_pair_00001,resume_00226,0.4566666666666667,1
observed_paired_score,job_pair_00001,resume_00227,0.7833333333333333,1
observed_paired_score,job_pair_00001,resume_00228,0.65,1
observed_paired_score,job_pair_00001,resume_00229,0.77,1
observed_paired_score,job_pair_00001,resume_00230,0.783333333,1
observed_paired_score,job_pair_00001,resume_00231,0.65,1
observed_paired_score,job_pair_00001,resume_00232,0.683333333,1
observed_paired_score,job_pair_00001,resume_00233,0.85,1
observed_paired_score,job_pair_00001,resume_00234,0.4833333333333333,1
observed_paired_score,job_pair_00001,resume_00235,0.816666667,1
observed_paired_score,job_pair_00001,resume_00236,0.55,1
observed_paired_score,job_pair_00001,resume_00237,0.65,1
observed_paired_score,job_pair_00001,resume_00238,0.61,1
observed_paired_score,job_pair_00001,resume_00239,0.816666667,1
observed_paired_score,job_pair_00001,resume_00240,0.85,1
observed_paired_score,job_pair_00001,resume_00241,0.35,1
observed_paired_score,job_pair_00001,resume_00242,0.716666667,1
observed_paired_score,job_pair_00001,resume_00243,0.566666667,1
observed_paired_score,job_pair_00001,resume_00244,0.3499999999999999,1
observed_paired_score,job_pair_00001,resume_00245,0.75,1
observed_paired_score,job_pair_00001,resume_00246,0.8166666666666668,1
observed_paired_score,job_pair_00001,resume_00247,0.583333333,1
observed_paired_score,job_pair_00001,resume_00248,0.716666667,1
observed_paired_score,job_pair_00001,resume_00249,0.85,1
observed_paired_score,job_pair_00001,resume_00250,0.826666667,1
observed_paired_score,job_pair_00001,resume_00251,0.85,1
observed_paired_score,job_pair_00001,resume_00252,0.716666667,1
observed_paired_score,job_pair_00001,resume_00253,0.783333333,1
observed_paired_score,job_pair_00001,resume_00254,0.583333333,1
observed_paired_score,job_pair_00001,resume_00255,0.683333333,1
observed_paired_score,job_pair_00001,resume_00256,0.76,1
observed_paired_score,job_pair_00001,resume_00257,0.65,1
observed_paired_score,job_pair_00001,resume_00258,0.65,1
observed_paired_score,job_pair_00001,resume_00259,0.5833333333333334,1
observed_paired_score,job_pair_00001,resume_00260,0.783333333,1
observed_paired_score,job_pair_00001,resume_00261,0.716666667,1
observed_paired_score,job_pair_00001,resume_00262,0.85,1
observed_paired_score,job_pair_00001,resume_00263,0.88,1
observed_paired_score,job_pair_00001,resume_00264,0.85,1
observed_paired_score,job_pair_00001,resume_00265,0.45,1
observed_paired_score,job_pair_00001,resume_00266,0.716666667,1
observed_paired_score,job_pair_00001,resume_00267,0.816666667,1
observed_paired_score,job_pair_00001,resume_00268,0.793333333,1
observed_paired_score,job_pair_00001,resume_00269,0.65,1
observed_paired_score,job_pair_00001,resume_00270,0.85,1
observed_paired_score,job_pair_00001,resume_00271,0.783333333,1
observed_paired_score,job_pair_00001,resume_00272,0.8166666666666668,1
observed_paired_score,job_pair_00001,resume_00273,0.283333333,1
observed_paired_score,job_pair_00001,resume_00274,0.85,1
observed_paired_score,job_pair_00001,resume_00275,0.7266666666666666,1
observed_paired_score,job_pair_00001,resume_00276,0.85,1
observed_paired_score,job_pair_00001,resume_00277,0.816666667,1
observed_paired_score,job_pair_00001,resume_00278,0.65,1
observed_paired_score,job_pair_00001,resume_00279,0.85,1
observed_paired_score,job_pair_00001,resume_00280,0.7833333333333333,1
observed_paired_score,job_pair_00001,resume_00281,0.75,1
observed_paired_score,job_pair_00001,resume_00282,0.35,1
observed_paired_score,job_pair_00001,resume_00283,0.683333333,1
observed_paired_score,job_pair_00001,resume_00284,0.85,1
observed_paired_score,job_pair_00001,resume_00285,0.65,1
observed_paired_score,job_pair_00001,resume_00286,0.816666667,1
observed_paired_score,job_pair_00001,resume_00287,0.783333333,1
observed_paired_score,job_pair_00001,resume_00288,0.683333333,1
observed_paired_score,job_pair_00001,resume_00289,0.643333333,1
observed_paired_score,job_pair_00001,resume_00290,0.683333333,1
observed_paired_score,job_pair_00001,resume_00291,0.65,1
observed_paired_score,job_pair_00001,resume_00292,0.816666667,1
observed_paired_score,job_pair_00001,resume_00293,0.683333333,1
observed_paired_score,job_pair_00001,resume_00294,0.5499999999999999,1
observed_paired_score,job_pair_00001,resume_00295,0.75,1
observed_paired_score,job_pair_00001,resume_00296,0.4066666666666667,1
observed_paired_score,job_pair_00001,resume_00297,0.793333333,1
observed_paired_score,job_pair_00001,resume_00298,0.45,1
observed_paired_score,job_pair_00001,resume_00299,0.65,1
observed_paired_score,job_pair_00001,resume_00300,0.716666667,1
observed_paired_score,job_pair_00001,resume_00301,0.716666667,1
observed_paired_score,job_pair_00001,resume_00303,0.85,1
observed_paired_score,job_pair_00001,resume_00304,0.85,1
observed_paired_score,job_pair_00001,resume_00305,0.75,1
observed_paired_score,job_pair_00001,resume_00306,0.76,1
observed_paired_score,job_pair_00001,resume_00307,0.283333333,1
observed_paired_score,job_pair_00001,resume_00308,0.75,1
observed_paired_score,job_pair_00001,resume_00309,0.716666667,1
observed_paired_score,job_pair_00001,resume_00310,0.75,1
observed_paired_score,job_pair_00001,resume_00311,0.65,1
observed_paired_score,job_pair_00001,resume_00312,0.65,1
observed_paired_score,job_pair_00001,resume_00313,0.65,1
observed_paired_score,job_pair_00001,resume_00314,0.66,1
observed_paired_score,job_pair_00001,resume_00315,0.816666667,1
observed_paired_score,job_pair_00001,resume_00316,0.65,1
observed_paired_score,job_pair_00001,resume_00317,0.25,1
observed_paired_score,job_pair_00001,resume_00318,0.65,1
observed_paired_score,job_pair_00001,resume_00319,0.683333333,1
observed_paired_score,job_pair_00001,resume_00320,0.45,1
observed_paired_score,job_pair_00001,resume_00321,0.85,1
observed_paired_score,job_pair_00001,resume_00322,0.5499999999999999,1
observed_paired_score,job_pair_00001,resume_00323,0.65,1
observed_paired_score,job_pair_00001,resume_00324,0.65,1
observed_paired_score,job_pair_00001,resume_00325,0.716666667,1
observed_paired_score,job_pair_00001,resume_00326,0.45,1
observed_paired_score,job_pair_00001,resume_00327,0.783333333,1
observed_paired_score,job_pair_00001,resume_00328,0.35,1
observed_paired_score,job_pair_00001,resume_00329,0.35,1
observed_paired_score,job_pair_00001,resume_00330,0.4333333333333333,1
observed_paired_score,job_pair_00001,resume_00331,0.816666667,1
observed_paired_score,job_pair_00001,resume_00332,0.716666667,1
observed_paired_score,job_pair_00001,resume_00333,0.583333333,1
observed_paired_score,job_pair_00001,resume_00334,0.2166666666666666,1
observed_paired_score,job_pair_00001,resume_00335,0.45,1
observed_paired_score,job_pair_00001,resume_00336,0.623333333,1
observed_paired_score,job_pair_00001,resume_00337,0.65,1
observed_paired_score,job_pair_00001,resume_00338,0.6833333333333332,1
observed_paired_score,job_pair_00001,resume_00339,0.816666667,1
observed_paired_score,job_pair_00001,resume_00340,0.383333333,1
observed_paired_score,job_pair_00001,resume_00341,0.65,1
observed_paired_score,job_pair_00001,resume_00342,0.5833333333333334,1
observed_paired_score,job_pair_00001,resume_00343,0.816666667,1
observed_paired_score,job_pair_00001,resume_00344,0.683333333,1
observed_paired_score,job_pair_00002,resume_00001,0.85,1
observed_paired_score,job_pair_00002,resume_00002,0.75,1
observed_paired_score,job_pair_00002,resume_00003,0.86,1
observed_paired_score,job_pair_00002,resume_00004,0.7166666666666667,1
observed_paired_score,job_pair_00002,resume_00005,0.75,1
observed_paired_score,job_pair_00002,resume_00006,0.85,1
observed_paired_score,job_pair_00002,resume_00007,0.683333333,1
observed_paired_score,job_pair_00002,resume_00008,0.793333333,1
observed_paired_score,job_pair_00002,resume_00009,0.85,1
observed_paired_score,job_pair_00002,resume_00010,0.85,1
observed_paired_score,job_pair_00002,resume_00011,0.85,1
observed_paired_score,job_pair_00002,resume_00012,0.826666667,1
observed_paired_score,job_pair_00002,resume_00013,0.65,1
observed_paired_score,job_pair_00002,resume_00014,0.65,1
observed_paired_score,job_pair_00002,resume_00015,0.816666667,1
observed_paired_score,job_pair_00002,resume_00016,0.85,1
observed_paired_score,job_pair_00002,resume_00017,0.85,1
observed_paired_score,job_pair_00002,resume_00018,0.85,1
observed_paired_score,job_pair_00002,resume_00019,0.85,1
observed_paired_score,job_pair_00002,resume_00020,0.7600000000000001,1
observed_paired_score,job_pair_00002,resume_00021,0.35,1
observed_paired_score,job_pair_00002,resume_00022,0.816666667,1
observed_paired_score,job_pair_00002,resume_00023,0.85,1
observed_paired_score,job_pair_00002,resume_00024,0.943333333,1
observed_paired_score,job_pair_00002,resume_00025,0.85,1
observed_paired_score,job_pair_00002,resume_00026,0.85,1
observed_paired_score,job_pair_00002,resume_00027,0.85,1
observed_paired_score,job_pair_00002,resume_00028,0.85,1
observed_paired_score,job_pair_00002,resume_00029,0.85,1
observed_paired_score,job_pair_00002,resume_00030,0.906666667,1
observed_paired_score,job_pair_00002,resume_00031,0.816666667,1
observed_paired_score,job_pair_00002,resume_00032,0.85,1
observed_paired_score,job_pair_00002,resume_00033,0.783333333,1
observed_paired_score,job_pair_00002,resume_00034,0.783333333,1
observed_paired_score,job_pair_00002,resume_00035,0.85,1
observed_paired_score,job_pair_00002,resume_00036,0.65,1
observed_paired_score,job_pair_00002,resume_00037,0.65,1
observed_paired_score,job_pair_00002,resume_00038,0.6,1
observed_paired_score,job_pair_00002,resume_00039,0.85,1
observed_paired_score,job_pair_00002,resume_00040,0.883333333,1
observed_paired_score,job_pair_00002,resume_00041,0.85,1
observed_paired_score,job_pair_00002,resume_00042,0.873333333,1
observed_paired_score,job_pair_00002,resume_00043,0.85,1
observed_paired_score,job_pair_00002,resume_00044,0.75,1
observed_paired_score,job_pair_00002,resume_00045,0.5333333333333333,1
observed_paired_score,job_pair_00002,resume_00046,0.65,1
observed_paired_score,job_pair_00002,resume_00047,0.65,1
observed_paired_score,job_pair_00002,resume_00048,0.85,1
observed_paired_score,job_pair_00002,resume_00049,0.693333333,1
observed_paired_score,job_pair_00002,resume_00050,0.8166666666666668,1
observed_paired_score,job_pair_00002,resume_00051,0.783333333,1
observed_paired_score,job_pair_00002,resume_00052,0.75,1
observed_paired_score,job_pair_00002,resume_00053,0.85,1
observed_paired_score,job_pair_00002,resume_00054,0.85,1
observed_paired_score,job_pair_00002,resume_00055,0.7166666666666667,1
observed_paired_score,job_pair_00002,resume_00056,0.75,1
observed_paired_score,job_pair_00002,resume_00057,0.826666667,1
observed_paired_score,job_pair_00002,resume_00058,0.75,1
observed_paired_score,job_pair_00002,resume_00060,0.85,1
observed_paired_score,job_pair_00002,resume_00061,0.85,1
observed_paired_score,job_pair_00002,resume_00062,0.716666667,1
observed_paired_score,job_pair_00002,resume_00063,0.3499999999999999,1
observed_paired_score,job_pair_00002,resume_00064,0.816666667,1
observed_paired_score,job_pair_00002,resume_00065,0.85,1
observed_paired_score,job_pair_00002,resume_00066,0.816666667,1
observed_paired_score,job_pair_00002,resume_00067,0.85,1
observed_paired_score,job_pair_00002,resume_00068,0.85,1
observed_paired_score,job_pair_00002,resume_00069,0.85,1
observed_paired_score,job_pair_00002,resume_00070,0.75,1
observed_paired_score,job_pair_00002,resume_00071,0.85,1
observed_paired_score,job_pair_00002,resume_00072,0.826666667,1
observed_paired_score,job_pair_00002,resume_00073,0.783333333,1
observed_paired_score,job_pair_00002,resume_00074,0.85,1
observed_paired_score,job_pair_00002,resume_00075,0.93,1
observed_paired_score,job_pair_00002,resume_00076,0.7616666666666667,1
observed_paired_score,job_pair_00002,resume_00077,0.716666667,1
observed_paired_score,job_pair_00002,resume_00078,0.65,1
observed_paired_score,job_pair_00002,resume_00079,0.726666667,1
observed_paired_score,job_pair_00002,resume_00080,0.5833333333333334,1
observed_paired_score,job_pair_00002,resume_00081,0.65,1
observed_paired_score,job_pair_00002,resume_00082,0.75,1
observed_paired_score,job_pair_00002,resume_00083,0.75,1
observed_paired_score,job_pair_00002,resume_00084,0.85,1
observed_paired_score,job_pair_00002,resume_00085,0.816666667,1
observed_paired_score,job_pair_00002,resume_00086,0.85,1
observed_paired_score,job_pair_00002,resume_00087,0.85,1
observed_paired_score,job_pair_00002,resume_00088,0.783333333,1
observed_paired_score,job_pair_00002,resume_00089,0.75,1
observed_paired_score,job_pair_00002,resume_00090,0.85,1
observed_paired_score,job_pair_00002,resume_00091,0.85,1
observed_paired_score,job_pair_00002,resume_00092,0.85,1
observed_paired_score,job_pair_00002,resume_00093,0.683333333,1
observed_paired_score,job_pair_00002,resume_00094,0.65,1
observed_paired_score,job_pair_00002,resume_00095,0.65,1
observed_paired_score,job_pair_00002,resume_00096,0.816666667,1
observed_paired_score,job_pair_00002,resume_00097,0.65,1
observed_paired_score,job_pair_00002,resume_00098,0.826666667,1
observed_paired_score,job_pair_00002,resume_00099,0.6833333333333332,1
observed_paired_score,job_pair_00002,resume_00100,0.6433333333333334,1
observed_paired_score,job_pair_00002,resume_00101,0.85,1
observed_paired_score,job_pair_00002,resume_00102,0.783333333,1
observed_paired_score,job_pair_00002,resume_00103,0.75,1
observed_paired_score,job_pair_00002,resume_00104,0.85,1
observed_paired_score,job_pair_00002,resume_00105,0.893333333,1
observed_paired_score,job_pair_00002,resume_00106,0.85,1
observed_paired_score,job_pair_00002,resume_00107,0.85,1
observed_paired_score,job_pair_00002,resume_00108,0.85,1
observed_paired_score,job_pair_00002,resume_00109,0.85,1
observed_paired_score,job_pair_00002,resume_00110,0.85,1
observed_paired_score,job_pair_00002,resume_00111,0.85,1
observed_paired_score,job_pair_00002,resume_00112,0.783333333,1
observed_paired_score,job_pair_00002,resume_00113,0.7166666666666667,1
observed_paired_score,job_pair_00002,resume_00114,0.816666667,1
observed_paired_score,job_pair_00002,resume_00115,0.816666667,1
observed_paired_score,job_pair_00002,resume_00116,0.816666667,1
observed_paired_score,job_pair_00002,resume_00117,0.85,1
observed_paired_score,job_pair_00002,resume_00118,0.826666667,1
observed_paired_score,job_pair_00002,resume_00119,0.75,1
observed_paired_score,job_pair_00002,resume_00120,0.8266666666666667,1
observed_paired_score,job_pair_00002,resume_00121,0.85,1
observed_paired_score,job_pair_00002,resume_00122,0.85,1
observed_paired_score,job_pair_00002,resume_00123,0.4933333333333333,1
observed_paired_score,job_pair_00002,resume_00124,0.916666667,1
observed_paired_score,job_pair_00002,resume_00125,0.85,1
observed_paired_score,job_pair_00002,resume_00126,0.3499999999999999,1
observed_paired_score,job_pair_00002,resume_00127,0.85,1
observed_paired_score,job_pair_00002,resume_00128,0.793333333,1
observed_paired_score,job_pair_00002,resume_00129,0.85,1
observed_paired_score,job_pair_00002,resume_00130,0.85,1
observed_paired_score,job_pair_00002,resume_00131,0.8166666666666668,1
observed_paired_score,job_pair_00002,resume_00132,0.85,1
observed_paired_score,job_pair_00002,resume_00133,0.873333333,1
observed_paired_score,job_pair_00002,resume_00134,0.816666667,1
observed_paired_score,job_pair_00002,resume_00135,0.783333333,1
observed_paired_score,job_pair_00002,resume_00136,0.85,1
